1 1001 5 100
52.4 	 1 	 1.5 	 1
52.6 	 1 	 1.5 	 1
52.8 	 1 	 1.5 	 1
53 	 1 	 1.5 	 1
53.2 	 1 	 1.5 	 1
53.4 	 1 	 1.5 	 1
53.6 	 1 	 1.5 	 1
53.8 	 1 	 1.5 	 1
54 	 1 	 1.5 	 1
54.2 	 1 	 1.5 	 1
54.4 	 1 	 1.5 	 1
54.6 	 1 	 1.5 	 1
54.8 	 1 	 1.5 	 1
55 	 1 	 1.5 	 1
55.2 	 1 	 1.5 	 1
55.4 	 1 	 1.5 	 1
55.6 	 1 	 1.5 	 1
55.8 	 1 	 1.5 	 1
56 	 1 	 1.5 	 1
56.2 	 1 	 1.5 	 1
56.4 	 1 	 1.5 	 1
56.6 	 1 	 1.5 	 1
56.8 	 1 	 1.5 	 1
57 	 1 	 1.5 	 1
57.2 	 1 	 1.5 	 1
57.4 	 1 	 1.5 	 1
57.6 	 1 	 1.5 	 1
57.8 	 1 	 1.5 	 1
58 	 1 	 1.5 	 1
58.2 	 1 	 1.5 	 1
58.4 	 1 	 1.5 	 1
58.6 	 1 	 1.5 	 1
58.8 	 1 	 1.5 	 1
59 	 1 	 1.5 	 1
59.2 	 1 	 1.5 	 1
59.4 	 1 	 1.5 	 1
59.6 	 1 	 1.5 	 1
59.8 	 1 	 1.5 	 1
60 	 1 	 1.5 	 1
60.2 	 1 	 1.5 	 1
60.4 	 1 	 1.5 	 1
60.6 	 1 	 1.5 	 1
60.8 	 1 	 1.5 	 1
61 	 1 	 1.5 	 1
61.2 	 1 	 1.5 	 1
61.4 	 1 	 1.5 	 1
61.6 	 1 	 1.5 	 1
61.8 	 1 	 1.5 	 1
62 	 1 	 1.5 	 1
62.2 	 1 	 1.5 	 1
62.4 	 1 	 1.5 	 1
62.6 	 1 	 1.5 	 1
62.8 	 1 	 1.5 	 1
63 	 1 	 1.5 	 1
63.2 	 1 	 1.5 	 1
63.4 	 1 	 1.5 	 1
63.6 	 1 	 1.5 	 1
63.8 	 1 	 1.5 	 1
64 	 1 	 1.5 	 1
64.2 	 1 	 1.5 	 1
64.4 	 1 	 1.5 	 1
64.6 	 1 	 1.5 	 1
64.8 	 1 	 1.5 	 1
65 	 1 	 1.5 	 1
65.2 	 1 	 1.5 	 1
65.4 	 1 	 1.5 	 1
65.6 	 1 	 1.5 	 1
65.8 	 1 	 1.5 	 1
66 	 1 	 1.5 	 1
66.2 	 1 	 1.5 	 1
66.4 	 1 	 1.5 	 1
66.6 	 1 	 1.5 	 1
66.8 	 1 	 1.5 	 1
67 	 1 	 1.5 	 1
67.2 	 1 	 1.5 	 1
67.4 	 1 	 1.5 	 1
67.6 	 1 	 1.5 	 1
67.8 	 1 	 1.5 	 1
68 	 1 	 1.5 	 1
68.2 	 1 	 1.5 	 1
68.4 	 1 	 1.5 	 1
68.6 	 1 	 1.5 	 1
68.8 	 1 	 1.5 	 1
69 	 1 	 1.5 	 1
69.2 	 1 	 1.5 	 1
69.4 	 1 	 1.5 	 1
69.6 	 1 	 1.5 	 1
69.8 	 1 	 1.5 	 1
70 	 1 	 1.5 	 1
70.2 	 1 	 1.5 	 1
70.4 	 1 	 1.5 	 1
70.6 	 1 	 1.5 	 1
70.8 	 1 	 1.5 	 1
71 	 1 	 1.5 	 1
71.2 	 1 	 1.5 	 1
71.4 	 1 	 1.5 	 1
71.6 	 1 	 1.5 	 1
71.8 	 1 	 1.5 	 1
72 	 1 	 1.5 	 1
72.2 	 1 	 1.5 	 1
72.4 	 1 	 1.5 	 1
72.6 	 1 	 1.5 	 1
72.8 	 1 	 1.5 	 1
73 	 1 	 1.5 	 1
73.2 	 1 	 1.5 	 1
73.4 	 1 	 1.5 	 1
73.6 	 1 	 1.5 	 1
73.8 	 1 	 1.5 	 1
74 	 1 	 1.5 	 1
74.2 	 1 	 1.5 	 1
74.4 	 1 	 1.5 	 1
74.6 	 1 	 1.5 	 1
74.8 	 1 	 1.5 	 1
75 	 1 	 1.5 	 1
75.2 	 1 	 1.5 	 1
75.4 	 1 	 1.5 	 1
75.6 	 1 	 1.5 	 1
75.8 	 1 	 1.5 	 1
76 	 1 	 1.5 	 1
76.2 	 1 	 1.5 	 1
76.4 	 1 	 1.5 	 1
76.6 	 1 	 1.5 	 1
76.8 	 1 	 1.5 	 1
77 	 1 	 1.5 	 1
77.2 	 1 	 1.5 	 1
77.4 	 1 	 1.5 	 1
77.6 	 1 	 1.5 	 1
77.8 	 1 	 1.5 	 1
78 	 1 	 1.5 	 1
78.2 	 1 	 1.5 	 1
78.4 	 1 	 1.5 	 1
78.6 	 1 	 1.5 	 1
78.8 	 1 	 1.5 	 1
79 	 1 	 1.5 	 1
79.2 	 1 	 1.5 	 1
79.4 	 1 	 1.5 	 1
79.6 	 1 	 1.5 	 1
79.8 	 1 	 1.5 	 1
80 	 1 	 1.5 	 1
80.2 	 1 	 1.5 	 1
80.4 	 1 	 1.5 	 1
80.6 	 1 	 1.5 	 1
80.8 	 1 	 1.5 	 1
81 	 1 	 1.5 	 1
81.2 	 1 	 1.5 	 1
81.4 	 1 	 1.5 	 1
81.6 	 1 	 1.5 	 1
81.8 	 1 	 1.5 	 1
82 	 1 	 1.5 	 1
82.2 	 1 	 1.5 	 1
82.4 	 1 	 1.5 	 1
82.6 	 1 	 1.5 	 1
82.8 	 1 	 1.5 	 1
83 	 1 	 1.5 	 1
83.2 	 1 	 1.5 	 1
83.4 	 1 	 1.5 	 1
83.6 	 1 	 1.5 	 1
83.8 	 1 	 1.5 	 1
84 	 1 	 1.5 	 1
84.2 	 1 	 1.5 	 1
84.4 	 1 	 1.5 	 1
84.6 	 1 	 1.5 	 1
84.8 	 1 	 1.5 	 1
85 	 1 	 1.5 	 1
85.2 	 1 	 1.5 	 1
85.4 	 1 	 1.5 	 1
85.6 	 1 	 1.5 	 1
85.8 	 1 	 1.5 	 1
86 	 1 	 1.5 	 1
86.2 	 1 	 1.5 	 1
86.4 	 1 	 1.5 	 1
86.6 	 1 	 1.5 	 1
86.8 	 1 	 1.5 	 1
87 	 1 	 1.5 	 1
87.2 	 1 	 1.5 	 1
87.4 	 1 	 1.5 	 1
87.6 	 1 	 1.5 	 1
87.8 	 1 	 1.5 	 1
88 	 1 	 1.5 	 1
88.2 	 1 	 1.5 	 1
88.4 	 1 	 1.5 	 1
88.6 	 1 	 1.5 	 1
88.8 	 1 	 1.5 	 1
89 	 1 	 1.5 	 1
89.2 	 1 	 1.5 	 1
89.4 	 1 	 1.5 	 1
89.6 	 1 	 1.5 	 1
89.8 	 1 	 1.5 	 1
90 	 1 	 1.5 	 1
90.2 	 1 	 1.5 	 1
90.4 	 1 	 1.5 	 1
90.6 	 1 	 1.5 	 1
90.8 	 1 	 1.5 	 1
91 	 1 	 1.5 	 1
91.2 	 1 	 1.5 	 1
91.4 	 1 	 1.5 	 1
91.6 	 1 	 1.5 	 1
91.8 	 1 	 1.5 	 1
92 	 1 	 1.5 	 1
92.2 	 1 	 1.5 	 1
92.4 	 1 	 1.5 	 1
92.6 	 1 	 1.5 	 1
92.8 	 1 	 1.5 	 1
93 	 1 	 1.5 	 1
93.2 	 1 	 1.5 	 1
93.4 	 1 	 1.5 	 1
93.6 	 1 	 1.5 	 1
93.8 	 1 	 1.5 	 1
94 	 1 	 1.5 	 1
94.2 	 1 	 1.5 	 1
94.4 	 1 	 1.5 	 1
94.6 	 1 	 1.5 	 1
94.8 	 1 	 1.5 	 1
95 	 1 	 1.5 	 1
95.2 	 1 	 1.5 	 1
95.4 	 1 	 1.5 	 1
95.6 	 1 	 1.5 	 1
95.8 	 1 	 1.5 	 1
96 	 1 	 1.5 	 1
96.2 	 1 	 1.5 	 1
96.4 	 1 	 1.5 	 1
96.6 	 1 	 1.5 	 1
96.8 	 1 	 1.5 	 1
97 	 1 	 1.5 	 1
97.2 	 1 	 1.5 	 1
97.4 	 1 	 1.5 	 1
97.6 	 1 	 1.5 	 1
97.8 	 1 	 1.5 	 1
98 	 1 	 1.5 	 1
98.2 	 1 	 1.5 	 1
98.4 	 1 	 1.5 	 1
98.6 	 1 	 1.5 	 1
98.8 	 1 	 1.5 	 1
99 	 1 	 1.5 	 1
99.2 	 1 	 1.5 	 1
99.4 	 1 	 1.5 	 1
99.6 	 1 	 1.5 	 1
99.8 	 1 	 1.5 	 1
100 	 1 	 1.5 	 1
